SPEAKER_01	¿?
E0047_00_120_a_11	Así que barcos voladores, ¿eh? Es increíble ver las máquinas que desarrolláis allá arriba.<P>\nNuestros tanques están siendo diezmados por esos zepelines.<P>\n¿Creéis que podríais ayudarnos con vuestra aeronave?
E0047_00_120_a_12	Nos encantaría, pero primero tenemos que repararla.<P>\nSi te soy sincero, ese último ataque casi acaba con ella.
E0047_00_120_a_13	Haremos todo lo que podamos por ayudaros.
E0047_00_120_a_14	El problema es que no puede soportar el calor de la lava.<P>\nLo mejor será hacer unos arreglos provisionales y subir a la superficie.<P>\nAllí podré reunir un poco de mitrilo con el que mejorar su blindaje.
E0047_00_120_a_15	¡(CID)!
E0047_00_120_a_16	¡No empieces! ¡Seguro que vuelvo antes de que me echéis de menos!
E0047_00_120_a_17	Ten cuidado, (CID).
E0047_00_120_a_18	¡Mejor que te preocupes por cualquier infeliz que intente detenerme!
E0047_00_120_a_19	(CID) ha abandonado el grupo.
E0047_00_120_a_20	Rey Giott, ¿dónde está el Cristal?
E0047_00_120_a_21	Guardado en el lugar más seguro de todo el castillo. ¡Detrás de mi trono!
E0047_00_120_a_22	¡Eh!
E0047_00_120_a_23	¿Qué ocurre, (YANG)?
E0047_00_120_a_24	Alguien nos está espiando.
E0047_00_120_a_25	¿Qué?
E0047_00_120_a_26	Quizá solo fuera tu imaginación...
E0047_00_120_a_27	Ojalá... pero no hay duda. Hay alguien aquí.
E0047_00_120_a_28	¡Abrid la puerta!
E0047_00_120_a_29	Inmediatamente, su alteza.
E0047_01_339_a_01	¡Está cerrada!
E0047_01_339_a_02	¡Yip-jo-jo!
E0047_01_339_a_03	¿Eh...?
E0047_01_339_a_04	Pero si son... ¿muñecas?
E0047_01_339_a_05	¡Mira quiénes somos! ¡Calcobrenas!
E0047_01_339_a_06	¡Mira qué bonitas somos!
E0047_01_339_a_07	¡Mira qué temibles somos!
E0047_01_339_a_08	¡Nos encanta despedazar a la gente!
E0047_01_339_a_09	¡Quiero sus cabezas como regalo para Golbez!
E0047_01_339_a_10	¡Qué tierna eres!
E0047_01_339_a_11	¡Hora del recreo!
E0047_01_339_b_01	¡Uníos!
E0047_01_339_b_02	¡Energía agotada! ¡Separaos!
E0047_02_339_a_01	¡Ya os vale!
E0047_02_339_a_02	¡Abusones!
E0047_02_339_a_03	¡Pero ahora Golbez sabe dónde estáis!
E0047_02_339_a_04	¡Viene a por vosotros!
E0047_02_339_a_05	¡Nuestro señor Goooolbez!
E0047_02_339_a_06	¡¿Qué?!
E0047_02_339_a_07	Nuestros caminos vuelven a cruzarse.
E0047_02_339_a_08	¡Golbez!
E0047_02_339_a_09	Admiro que hayáis encontrado el camino al inframundo.<P>\nEn consideración a vuestro esfuerzo, os contaré por qué estoy reuniendo los Cristales.<P>\nNecesito los ocho Cristales de la Luz y de la Oscuridad para reabrir la torre de Babel.<P>\nLa torre conduce a la Luna, donde se dice que hay un poder de tal magnitud que es incomprensible para la mente humana.<P>\nNecesito un Cristal más para cumplir mi objetivo. Aunque sin vosotros, nunca hubiese llegado hasta aquí.<P>\n¡Permitidme daros vuestra merecida recompensa!
E0047_02_339_b_01	Je, je, je... Ni soñéis con vencerme.
E0047_02_339_b_02	Esperaba algo más de vosotros...
E0047_02_339_b_03	Abrid los ojos...
E0047_02_339_b_04	... y percibid el terror verdadero.
E0047_02_339_b_05	¡Ven a mí, Sombra!
E0047_02_339_b_06	Adiós, (CECIL).
E0047_02_339_b_07	Mi dragón tenebroso...
E0047_02_339_b_08	¡¿...destruido por la niebla?!
E0047_02_339_b_09	¿Te encuentras bien? Ya puedes moverte.
E0047_02_339_b_10	Esa voz...
E0047_02_339_b_11	Esto es imposible... Imposible...
E0047_04_339_a_01	¡Lo hemos logrado! ¡Hemos derrotado a Golbez!
E0047_04_339_a_02	¡¿(RYDIA)...?!
E0047_04_339_a_03	¿Qué te ha pasado? ¿Dónde estabas?
E0047_04_339_a_04	Leviatán me condujo a la Tierra de invocación.
E0047_04_339_a_05	¿Adónde?
E0047_04_339_a_06	La Tierra de invocación. De allí es de donde provienen todos los seres que acuden a mi llamada.<P>\nDurante mi estancia nos hicimos amigos y aprendí mucho. Aunque ya no puedo utilizar la magia blanca, ahora soy una invocadora poderosa.<P>\nEl tiempo también fluye de manera distinta allí, así que quizá aparente ser mayor.
E0047_04_339_a_07	Eres toda una mujer...
E0047_04_339_a_08	(CECIL), ¿quién es esa chica?
E0047_04_339_a_09	Es la misma niña que encontramos en Mist.
E0047_04_339_a_10	¡¿Aquella niña?!
E0047_04_339_a_11	Qué curioso es el destino.
E0047_04_339_a_12	(RYDIA), te debemos la vida. Gracias...
E0047_04_339_a_13	"No hace falta que me las des.<P>\nLa reina de la Tierra de invocación me dijo:\n""En el mundo se mueven fuerzas oscuras y nuestro deber es combatirlas""."
E0047_04_339_a_14	(RYDIA)...
E0047_04_339_a_15	La invocadora (RYDIA) se ha unido al grupo.
E0047_04_339_a_16	¡Yo... no... puedo morir!
E0047_04_339_a_17	¡El Cristal!
E0047_05_120_a_1	Lo siento mucho. Golbez nos ha arrebatado el Cristal.
E0047_05_120_a_2	Solo queda uno... ¡Hay que protegerlo a toda costa!
E0047_05_120_a_3	Desde luego, pero ¿dónde está?
E0047_05_120_a_4	En la cueva sellada al suroeste de aquí... hacia donde se dirige Golbez.<P>\nPero no os preocupéis, que sin la llave no podrá entrar.<P>\nPor cierto, debo pediros algo.
E0047_05_120_a_5	Haremos lo que pida... Por nuestra culpa han robado el Cristal...
E0047_05_120_a_6	Quiero que recuperéis los siete Cristales que están en la torre de Babel.
E0047_05_120_a_7	No va a ser nada fácil.
E0047_05_120_a_8	Supongo que estará fortificada... Además de ser la base militar de Golbez.
E0047_05_120_a_9	Por eso he elaborado un plan de acción.<P>\nMis tanques distraerán a las fuerzas de la torre, mientras vosotros os infiltráis y recuperáis los Cristales.<P>\nDebemos actuar deprisa, antes de que Golbez regrese de la cueva sellada.
E0047_05_120_a_10	¿Cómo lo veis?
E0047_05_120_a_11	Puede que nos esté esperando.
E0047_05_120_a_12	Es un plan arriesgado.
E0047_05_120_a_13	Quien nada arriesga, nada gana.
E0047_05_120_a_14	Como dice el rey, esta puede ser nuestra única oportunidad.
E0047_05_120_a_15	Entonces está claro.
E0047_05_120_a_16	Iremos a la torre y recuperaremos los siete Cristales.
E0060_00_120_a_01	¡Habéis regresado!
E0060_00_120_a_02	¿Conseguisteis recuperar los Cristales?
E0060_00_120_a_03	Siento decir que no...
E0060_00_120_a_04	Ah... Golbez sigue intentando abrir la cueva sellada con sus poderes.<P>\nEs simplemente cuestión de tiempo que rompa el sello.<P>\nQuiero que vosotros obtengáis el Cristal antes que él. Ven aquí, Luca.
E0060_00_120_a_05	¿Sí, padre?
E0060_00_120_a_06	¿Me puedes dar tu collar?
E0060_00_120_a_07	Aquí tiene.
E0060_00_120_a_08	Esta es la llave a la cueva sellada. Sin este collar es imposible entrar.<P>\nDebemos proteger el último Cristal.
E0060_00_120_a_09	Haremos todo lo posible para detener a Golbez.
E0060_00_120_a_10	Has recibido el collar de Luca.
E0061_00_126_a_01	¡Eh! ¿Dónde está mi comida?
E0061_00_126_a_02	¡(CID)!
E0061_00_126_a_03	¡No me lo puedo creer!
E0061_00_126_a_04	Pero ¿cómo pudiste...?
E0061_00_126_a_05	Je, je.
E0061_00_126_a_06	¿Quién es el abuelo?
E0061_00_126_a_07	¡Abuelo...! ¿De quién es este mocoso?
E0061_00_126_a_08	Cuidado con lo que dices, viejales.
E0061_00_126_a_09	¡Será sinvergüenza!
E0061_00_126_a_10	Soy (EDGE), ¡príncipe de Eblan!
E0061_00_126_a_11	Ya sé que es difícil de creer, pero es verdad.
E0061_00_126_a_12	Además de eso, soy guapo, inteligente y letal en batalla.
E0061_00_126_a_13	¡Ya basta! ¡Trata a nuestro amigo con un poco de respeto, que encima está herido!
E0061_00_126_a_14	Je, je.<P>\n(RYDIA) te tiene comiendo de su mano, ¿eh chaval?
E0061_00_126_a_15	¡Y tú que sabes!
E0061_00_126_a_16	Dime, ¿qué ha ocurrido con Golbez?
E0061_00_126_a_17	Está a un Cristal de poseer los ocho.
E0061_00_126_a_18	No podemos ir a por el último Cristal porque dejamos el Enterprise en la superficie.
E0061_00_126_a_19	Nos hicimos con un barco volador enemigo, pero no puede sobrevolar el magma.
E0061_00_126_a_20	¡Ah, mis niños! ¿Qué haríais sin mí?
E0061_00_126_a_21	¡Vuelve a la cama!
E0061_00_126_a_22	¡Primero debes reponerte de tus heridas!
E0061_00_126_a_23	¡Bah! ¿Por qué no calláis y me echáis una mano en vez de calentarme la cabeza?
E0061_00_126_a_24	Creo que ya se encuentra bien.
E0061_00_126_a_25	Sí, desde luego...
E0061_02_126_a_01	Ahora podréis volar adónde queráis.
E0061_02_126_a_02	Muy amable, (CID).
E0061_02_126_a_03	...
E0061_02_126_a_04	¿(CID)?
E0061_02_126_a_05	Zzz...
E0061_02_126_a_06	Debe de estar agotado.
E0061_02_126_a_07	Se ha esforzado demasiado.
E0061_02_126_a_08	Una más que te debo, (CID).
E0066_00_120_a_01	¡Habéis regresado! ¿Dónde está el Cristal?
E0066_00_120_a_02	Eh, verá usted...
E0066_00_120_a_03	¡¿Fracasasteis?!...<P>\nAhora poseen todos los Cristales y nos han dejado sin esperanzas...<P>\nLo único que podemos hacer es rezar para que la leyenda de la Ballena lunar no sea un cuento de hadas...
E0066_00_120_a_04	¿Qué es la Ballena lunar?
E0066_00_120_a_05	"Según las leyendas, es una enorme nave. ""Un hijo del dragón...""."
E0066_00_120_a_06	¡Eso es la leyenda mysidiana!
E0066_00_120_a_07	¿Conoces Mysidia?
E0066_00_120_a_08	Es el hogar de los magos del mundo superior.
E0066_00_120_a_09	¡Conque Mysidia existe!
E0066_00_120_a_10	Yo he conocido al viejo líder de Mysidia. Reza constantemente en su torre.
E0066_00_120_a_11	Así que se pasa todo el tiempo rezando, ¿eh?
E0066_00_120_a_12	Sí. Pero ¿por qué pregunta...?
E0066_00_120_a_13	¡Porque quizá esté rezando por el regreso de la Ballena lunar!<P>\n¡Debes regresar a Mysidia inmediatamente!
E0066_00_120_a_14	Pero la salida está sellada...
E0066_00_120_a_15	Y tampoco podemos volver a la torre de Babel.
E0066_00_120_a_16	¡Entonces excavaos una nueva salida!
E0066_00_120_a_17	¡(CID)!
E0066_00_120_a_18	Le pondré un taladro al Falcon.
E0066_00_120_a_19	Pero ¿no deberías estar reposando en cama?
E0066_00_120_a_20	¡Qué va!
E0066_00_120_a_21	¿De verdad te ves capaz?
E0066_00_120_a_22	¡Es pan comido!
E0066_00_120_a_23	¡Manos a la obra!
E0066_01_347_a_01	¡(CID)!
E0066_02_126_a_01	(CID)...
E0066_02_126_a_02	Tendrías que haber guardado reposo...
E0066_02_126_a_03	Creo que me tendré que quedar en el banquillo. Estoy peor de lo que pensaba. Ahora solo sirvo para apañar barcos voladores...
E0066_02_126_a_04	¡Eh, abuelo! Me fastidia decirlo, pero ¡eres la caña!
E0066_02_126_a_05	Procura reposar y curarte, ¿vale?
E0066_02_126_a_06	Cuida de (CECIL) y de (ROZA).
E0066_02_126_a_07	Tú tranquilo. ¡Ponte bueno!
E0066_02_126_a_08	Tened cuidado, ¿entendido?
E0066_02_126_a_09	Tú también.
E0066_02_126_a_10	Muy bien... ¡Ahora largaos de una vez!
E0066_02_126_a_11	Gracias por todo, viejo amigo.
E0129_00_133_a_01	¡Siempre estáis luchando en vez de bailar!<P>\n¡Yo prefiero los bailes a las batallas! ¡Lali ho! ¡Es hora de menearse!
E0129_00_133_a_02	¡Uf! Me he mareado con tanto meneo... Lali hoé... No me siento nada bien.
N112_C01_118_01_01	¡Lali ho!
N112_C01_118_02_02	El rey Giott gobierna este castillo.
N112_C01_118_03_03	¡Golbez es muy malvado! Pero vosotros no parecéis chusma.
N112_C01_118_04_04	Id a ver al rey Giott.
N030_C00_119_05_01	Soy Luca. Mis muñecas han desaparecido. ¿Las habéis visto?
N112_C01_119_01_01	¡Lali ho!
N112_C01_119_02_01	El rey Giott os está esperando.
N112_C01_119_08_01	¡Lali ho! ¡Por aquí no! ¡Esta sala es solo para personal autorizado!
N112_C01_119_03_01	Lali ho es el saludo de los enanos.
N112_C01_119_04_01	¡Decidlo conmigo! A la de tres: ¡una, dos y tres!<P>\n¡LALI HO!
N112_C02_119_06_01	Soy enfermera. ¡Y no, no soy un hombre!
N112_C02_119_07_01	Cuando la salida al mundo superior se colapsó, creó un sinfín de problemas.<P>\nAyudé a un pobre anciano que estaba en apuros. Ahora está descansando en la enfermería.
N112_C01_121_04_01	¡Lali ho! ¡Por aquí no! ¡Esta sala es privada!
N112_C01_121_06_01	¡Lali ho! ¡Por aquí no! ¡Esta sala es solo para gente importante!
N112_C01_121_01_01	Los objetos de los enanos poseen cualidades mágicas. Los humanos son incapaces de sacarles partido.
N112_C01_129_01_01	Las armas de los enanos son demasiado pesadas para los humanos.
N112_C01_129_02_01	La armadura de los enanos es demasiado gruesa para los humanos y les quita movilidad.
N112_C01_125_01_01	¿Chocobo gordo? ¡No seas insolente! ¡Es el pájaro de los dioses!
N112_C01_125_02_01	El Gran chocobo puede guardar objetos que no necesites o que no vayas a utilizar en ese preciso momento.
N112_C01_125_03_01	¿El rey os ha dado permiso? ¡Entonces podéis pasar cuando quieras!
N112_C01_127_01_01	¡Lali ho!
N112_C01_127_03_01	¡Tened cuidado!
N112_C01_127_02_01	En la torre de Babel hay una batería de enormes cañones.
N112_C01_127_04_01	Los monstruos del inframundo son verdaderamente temibles. ¡Llevad mucho cuidado!
N112_C01_128_01_01	Yo sé que soy valiente, pero ¡comparado con vosotros soy un gallina!
N112_C01_128_04_01	El que lucha y se pira, ¡sobrevive otro día!
N112_C01_128_03_01	¡Intentad volver sanos y salvos!
N112_C01_128_02_01	Rubicante, el más poderoso de los Señores Elementales, se encuentra en la torre de Babel.
N112_C01_128_05_01	Vosotros podréis infiltraros mientras los distraemos con nuestros tanques.
N112_C01_128_06_01	Aquí encontrarás el Agua de la Vida. ¡Aseguraos de beber un poco antes de partir!
N112_C02_126_01_01	Esto es la enfermería.
N112_C02_126_01_02	Aunque es más viejo que andar para delante, este anciano sigue dando guerra.
N112_C02_126_01_03	Ese viejo loco siempre está alborotando, pero es tan simpático que a nadie le importa.
N112_C02_126_01_04	¡Ese anciano es increíble! ¡Consiguió instalar el taladro!
N112_C02_126_04_01	¡Me siento mejor!
N112_C02_126_03_01	Zzz...
N112_C02_126_02_01	¡Los enanos somos duros de roer! Pero incluso nosotros nos lesionamos de vez en cuando.
N112_C02_126_02_02	¡Ese anciano es un avaricioso!<P>\nNo hace más que quejarse de lo mala que está la comida y, después, se come la de todos.
N112_C02_126_02_03	¡Ese viejo está un poco senil! Necesita descansar un poco más.
N112_C02_126_02_04	Me ha impresionado lo duro que trabaja la gente del mundo superior.
P005_C00_126_03_ 01	Zzz... Zzz...
P005_C00_126_03_ 02	Tranquilos, amigos. Ahora que tenéis un barco volador, todo saldrá bien.
N015_C00_120_01_01	¡Excelente! Hay una salida en el sótano del castillo.<P>\nPodéis marcharos cuando estéis listos. Que la suerte os acompañe.
N030_C00_120_02_02	¿Cómo es que usan mis muñecas para semejante barbaridad?
N112_C02_120_05_01	¡Lali ho! ¿Te has quedado con nuestro saludo?
N112_C02_120_03_01	¡Tenemos los tanques para defendernos! ¡No nos rendiremos!
N112_C02_120_04_01	¡A mi me encanta el inframundo! ¡Quédate aquí con nosotros!
N112_C02_120_06_01	El rey colma a Luca con amor para que no eche de menos a su madre.
N015_C00_120_01_03	Nosotros seguiremos resistiendo las acometidas enemigas, pero vosotros debéis partir hacia el suroeste para encontrar la cueva sellada.
N030_C00_120_02_03	Ese collar era de mi mamá.
N112_C02_120_05_02	He oído que hay una cueva en el inframundo que conduce a la Tierra de invocación.<P>\nPero nadie está seguro de cuál es.
N112_C02_120_06_02	¿Que no podéis sobrevolar la lava? Seguro que ese ingeniero os puede solucionar el problema.
N112_C02_120_03_02	Los enanos no podemos volar. ¡Pero vosotros sí!<P>\nPor eso se os ha encomendado la tarea de llegar a la cueva sellada.
N112_C02_120_04_02	Cerca de la cueva sellada queda el pueblo de Tomra, donde también viven algunos enanos.<P>\nPero como no podemos cruzar los ríos de lava nunca hemos ido...
N015_C00_120_01_04	¡Id a Mysidia! ¡Que la fortuna os sonría!
N030_C00_120_02_04	Volved a verme cuando podáis. Os echaré de menos.
N112_C02_123_01_01	¿También estáis luchando contra Golbez?<P>\nPues seguro que estos tesoros os serán muy útiles.
N112_C02_131_01_01	El rey Giott ha dicho que os llevéis todo lo que necesitéis.
N112_C01_118_05_01	¡Todo en orden!
N112_C01_118_06_01	¡Todo en orden!
N112_C01_118_07_01	¡Golbez se está retirando!
N112_C01_118_08_01	¿Es verdad que el mundo superior está lleno de seres malévolos y crueles?
N999_C03_133_02_01	1991\nOficina de desarrollo abandonada
E0051_00_225_a_01	Tenga cuidado, maestro Rubicante.
E0051_00_225_a_02	No te preocupes. Los ninjas de Eblan han quedado decimados. Cuida de todo en mi ausencia.
E0051_00_225_a_03	¡Je, je! Ahora que Golbez y Rubicante se han marchado ¡yo soy el jefe!
E0051_00_225_a_04	¿Qué le pasa a ese?
E0051_00_225_a_05	¡Shhh!
E0051_00_225_a_06	¿Quién anda ahí?
E0051_00_225_a_07	¡Argh!
E0051_00_225_a_08	¡(CECIL)! Pero ¿cómo has llegado hasta aquí?
E0051_00_225_a_09	Te pillamos en mal momento, ¿eh?<P>\n¿Qué vas a hacer sin Rubicante?
E0051_00_225_a_10	¿Osáis mofaros de mí? ¡Qué necios sois!<P>\nNo seré un Señor Elemental, pero yo, el doctor Lugae, soy el cerebro de esta operación.<P>\n¡Juro por mi honor defender esta torre!
E0051_00_225_a_11	¡No me hagas reír!
E0051_00_225_a_12	¡Ya he oído suficiente! ¡Ya verás lo rápido que mi invento te cierra el pico!
E0051_00_225_b_01	¡Ataca, Barnabás!
E0051_00_225_b_02	¡Grrrr!
E0051_00_225_b_03	¡Ay! ¡Ten cuidado, zoquete!
E0051_00_225_b_04	¡Ahí, hombre, ahí! ¡A por ellos!
E0051_00_225_b_05	¡Sin piedad!
E0051_00_225_b_06	AceiTE... Más aCEite...
E0051_00_225_b_07	¡Necesitas más aceite!
E0051_00_225_b_08	¡¡¡Mi pequeño!!! ¡¿Cómo os habéis atrevido...?!
E0051_00_225_b_09	No me habéis dejado más remedio...
E0051_00_225_b_10	¡Yo mismo lo controlaré!
E0051_01_225_b_11	¡Basta de juegos!
E0051_01_225_b_12	¡Transformación!
E0051_01_225_b_13	¿Qué hará este botón?
E0051_01_225_a_01	Pero ¡¿será posible?!<P>\n¡Vosotros lo habéis querido! ¡Observad el verdadero poder del mal!
E0051_02_225_a_01	Llegáis demasiado tarde. La torre de Babel conecta el inframundo con el mundo superior y Rubicante ya ha llevado todos los Cristales a la superficie.<P>\nLos enanos están siendo masacrados por mis preciosos cañones.<P>\n¡La victoria es mía! ¡Ajo y agua! ¡Bwaja, ja, ja, ja!
E0051_02_225_a_02	¡Los enanos están en peligro!
E0051_02_225_a_03	¡Hay que parar esos cañones como sea!
E0051_02_225_a_04	¿Pues a qué esperamos? ¡Pongámonos en marcha!
E0052_00_221_a_01	¡Ja, ja, ja, ja! ¡Me lo estoy pasando bomba masacrando a los enanos!
E0052_00_221_a_02	¡Ya basta!
E0052_00_221_a_03	¡Tú!
E0052_00_221_a_04	¿Qué haces aquí...?
E0052_00_221_a_05	¡A por ellos!
E0052_01_221_a_01	Uf... ¡Destruid los mandos!
E0052_01_221_a_02	¡Nada podrá detener los cañones ahora!
E0052_01_221_a_03	¡No!
E0052_01_221_a_04	¡Diablos!
E0052_01_221_a_05	¡(YANG)!
E0052_01_221_a_06	¿Qué haces?
E0052_01_221_a_07	¡Dejadme a mí! ¡Salid ahora mismo!
E0052_01_221_a_08	¡No!
E0052_01_221_a_09	¡Va a estallar!
E0052_01_221_a_10	¡Fuera! ¡Ya!
E0052_02_221_a_01	¡(YANG)!
E0052_02_221_a_02	Nunca sabréis cuánto aprecio todo lo que hicisteis por mí y mi pueblo.
E0052_02_221_a_03	¡Abre la maldita puerta!
E0052_02_221_a_04	¡(YANG)!
E0052_02_221_a_05	¡Por favor! ¡No lo hagas!
E0052_02_221_a_06	¡¡¡(YANG)!!!
E0052_02_221_a_07	Dile a mi mujer... que siempre velaré por ella.
